CEP	MODALIDADE DE RISCO	Escore	ESTADO	MUNICÍPIO	BAIRRO	"AEROPORTO - PORTO - RODOVIÁRIA - FAVELA - PRESÍDIO -
PAÍS(ES) FRONTEIRIÇO(S)"	LINK GOOGLE MAPS													
02063-000	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02063-901	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02063-902	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02063-903	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-010	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-020	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-030	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-050	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-060	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-070	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-075	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-080	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-100	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-110	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02064-120	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02065-000	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02065-010	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02065-020	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02065-040	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02065-045	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02065-050	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02065-055	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02065-060	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-000	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-005	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-010	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-011	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-012	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-014	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-015	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-017	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-018	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-020	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-030	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-031	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-036	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-040	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-050	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-055	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-060	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-070	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-090	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-100	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-115	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-120	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02066-130	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02067-001	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02067-002	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02067-030	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02067-060	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02067-065	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02067-070	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02068-050	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-001	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-002	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-003	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-010	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-011	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-012	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-013	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-070	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-959	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02071-971	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02074-040	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02074-050	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02075-000	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02075-001	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02075-041	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-000	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-010	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-015	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-020	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-030	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-040	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-045	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-050	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-060	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-070	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02076-080	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02078-001	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02078-007	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02088-900	Região de Presídio		SP	São Paulo	Carandiru	Penitenciária Feminina Sant'Ana	https://goo.gl/maps/dWghEx1u37zM98cLA													
02089-900	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02110-011	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02110-030	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02110-900	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02110-901	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02110-902	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02111-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02111-031	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02112-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02112-002	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-011	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-012	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-013	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-014	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-015	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-017	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-959	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-970	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02113-999	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02114-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02114-002	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02114-011	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02114-012	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02115-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02115-002	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02116-000	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02116-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02116-002	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02116-010	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02116-040	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02117-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02117-011	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02117-021	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02117-022	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02119-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02119-021	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02120-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02120-002	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02120-010	Região de Favela		SP	São Paulo	Vila Guilherme	JOÃO VELOSO	https://goo.gl/maps/LEHJDeoA5meDX3hR9													
02121-000	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02121-010	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02121-020	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02121-021	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02121-030	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02121-900	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02122-011	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02123-018	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02123-050	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02123-055	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02123-065	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02125-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02127-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/eaJpLpkvzy5RDVfQ7													
02127-002	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02129-001	Região de Favela		SP	São Paulo	Vila Maria	NOVA CURUÇA	https://goo.gl/maps/3DHMMbLMWa97ZdoZ6													
02138-000	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-010	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-013	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-020	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-030	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-040	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-050	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-060	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-070	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-090	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-959	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02138-970	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02139-000	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02139-010	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02139-020	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02139-030	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02140-000	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02140-010	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02140-020	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02140-030	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02140-040	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-000	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-005	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-010	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-020	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-025	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-030	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-040	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-050	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-060	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-070	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-075	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-080	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02141-090	Região de Favela		SP	São Paulo	Vila Sabrina	VIOLÃO I	https://goo.gl/maps/mg8HXHTjcKzergcA9													
02144-000	Região de Favela		SP	São Paulo	Parque Novo Mundo	ARMAÇÃO - BANDUÍRA - ESTRELA - VILA PEDREIRA	https://goo.gl/maps/fPw4muDstpfYRCXB9													
02144-010	Região de Favela		SP	São Paulo	Parque Novo Mundo	ARMAÇÃO - BANDUÍRA - ESTRELA - VILA PEDREIRA	https://goo.gl/maps/fPw4muDstpfYRCXB9													
02144-020	Região de Favela		SP	São Paulo	Parque Novo Mundo	ARMAÇÃO - BANDUÍRA - ESTRELA - VILA PEDREIRA	https://goo.gl/maps/fPw4muDstpfYRCXB9													
02144-030	Região de Favela		SP	São Paulo	Parque Novo Mundo	ARMAÇÃO - BANDUÍRA - ESTRELA - VILA PEDREIRA	https://goo.gl/maps/fPw4muDstpfYRCXB9													
02144-040	Região de Favela		SP	São Paulo	Parque Novo Mundo	ARMAÇÃO - BANDUÍRA - ESTRELA - VILA PEDREIRA	https://goo.gl/maps/fPw4muDstpfYRCXB9													
